,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
120,1001,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CEO of Apple opposed the new budget because of which of these unpopular fiscal policies:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Policy A</td><td style='text-align:center'>C. Policy C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Policy B</td><td style='text-align:center'>D. Policy D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
121,1002,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The seventh president of the US spent time in which of these states after serving in the military:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
122,1003,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The star of 'The Terminator' first ran for public office in which of these election years:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Year A</td><td style='text-align:center'>C. Year C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Year B</td><td style='text-align:center'>D. Year D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
123,1004,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 1992 Fields Medal delivered a controversial speech during which college's graduation ceremony:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. College A</td><td style='text-align:center'>C. College C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. College B</td><td style='text-align:center'>D. College D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
124,1005,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these companies were public figures famously concerned about at the turn of the century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Company A</td><td style='text-align:center'>C. Company C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Company B</td><td style='text-align:center'>D. Company D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
125,1006,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these universities did Jodie Foster spend two summers at early in her career:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. University A</td><td style='text-align:center'>C. University C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. University B</td><td style='text-align:center'>D. University D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
126,1007,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these projects did Thomas Edison spend his final years working on before giving up:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
127,1008,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these laws do quiz contestants often admit to being ignorant of when they file their taxes:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Law A</td><td style='text-align:center'>C. Law C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Law B</td><td style='text-align:center'>D. Law D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
128,1009,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
129,1010,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
130,1011,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these animals did Andrew Jackson keep as a pet after finding on the side of the road:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Animal A</td><td style='text-align:center'>C. Animal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Animal B</td><td style='text-align:center'>D. Animal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
131,1012,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these definitions did the Oxford English Dictionary redact after publishing last year:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Definition A</td><td style='text-align:center'>C. Definition C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Definition B</td><td style='text-align:center'>D. Definition D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
132,1013,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these prizes was the public recently angry that the Nobel committee had awarded Bob Dylan:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Prize A</td><td style='text-align:center'>C. Prize C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Prize B</td><td style='text-align:center'>D. Prize D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
133,1014,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these Apple executives are investors currently concerned that the chairman has given too much responsibility:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Executive A</td><td style='text-align:center'>C. Executive C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Executive B</td><td style='text-align:center'>D. Executive D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
134,1015,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these magazines do readers still believe that Tom Cruise is associated quite closely with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Magazine A</td><td style='text-align:center'>C. Magazine C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Magazine B</td><td style='text-align:center'>D. Magazine D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
135,1016,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these destinations are Danish politicians notoriously likely to want to travel secretly to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Destination A</td><td style='text-align:center'>C. Destination C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Destination B</td><td style='text-align:center'>D. Destination D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
136,1017,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these species do ecologists widely predict that surely will go extinct in the next century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Species A</td><td style='text-align:center'>C. Species C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Species B</td><td style='text-align:center'>D. Species D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
137,1018,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The lead role in the 1993 biopic 'Chaplin' was portrayed by which of these relatives of himself:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Relative A</td><td style='text-align:center'>C. Relative C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Relative B</td><td style='text-align:center'>D. Relative D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
138,1019,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The 2017 Mueller investigation failed to identify whose version of which of these events was really accurate:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Event A</td><td style='text-align:center'>C. Event C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Event B</td><td style='text-align:center'>D. Event D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
139,1020,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The proof of the Poincaré Conjecture stemmed from what which of these mathematicians termed 'Ricci Flow' in the 1980s:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mathematician A</td><td style='text-align:center'>C. Mathematician C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mathematician B</td><td style='text-align:center'>D. Mathematician D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
140,1021,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CPA who worked on which of these accounts are responsible for the key evidence condemning Bernie Madoff:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
141,1022,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The recent suit against NBC's 'Friends' rests on which intern the producers assigned which of these jobs to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Job A</td><td style='text-align:center'>C. Job C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Job B</td><td style='text-align:center'>D. Job D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
142,1023,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
143,1024,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
144,1009,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
145,1010,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
146,1011,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these animals did Andrew Jackson keep as a pet after finding on the side of the road:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Animal A</td><td style='text-align:center'>C. Animal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Animal B</td><td style='text-align:center'>D. Animal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
147,1012,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these definitions did the Oxford English Dictionary redact after publishing last year:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Definition A</td><td style='text-align:center'>C. Definition C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Definition B</td><td style='text-align:center'>D. Definition D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
148,1013,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these prizes was the public recently angry that the Nobel committee had awarded Bob Dylan:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Prize A</td><td style='text-align:center'>C. Prize C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Prize B</td><td style='text-align:center'>D. Prize D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
149,1014,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these Apple executives are investors currently concerned that the chairman has given too much responsibility:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Executive A</td><td style='text-align:center'>C. Executive C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Executive B</td><td style='text-align:center'>D. Executive D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
150,1015,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these magazines do readers still believe that Tom Cruise is associated quite closely with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Magazine A</td><td style='text-align:center'>C. Magazine C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Magazine B</td><td style='text-align:center'>D. Magazine D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
151,1016,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these destinations are Danish politicians notoriously likely to want to travel secretly to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Destination A</td><td style='text-align:center'>C. Destination C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Destination B</td><td style='text-align:center'>D. Destination D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
152,1017,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these species do ecologists widely predict that surely will go extinct in the next century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Species A</td><td style='text-align:center'>C. Species C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Species B</td><td style='text-align:center'>D. Species D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
153,1018,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The lead role in the 1993 biopic 'Chaplin' was portrayed by which of these relatives of himself:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Relative A</td><td style='text-align:center'>C. Relative C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Relative B</td><td style='text-align:center'>D. Relative D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
154,1019,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The 2017 Mueller investigation failed to identify whose version of which of these events was really accurate:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Event A</td><td style='text-align:center'>C. Event C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Event B</td><td style='text-align:center'>D. Event D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
155,1020,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The proof of the Poincaré Conjecture stemmed from what which of these mathematicians termed 'Ricci Flow' in the 1980s:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mathematician A</td><td style='text-align:center'>C. Mathematician C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mathematician B</td><td style='text-align:center'>D. Mathematician D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
156,1021,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CPA who worked on which of these accounts are responsible for the key evidence condemning Bernie Madoff:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
157,1022,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The recent suit against NBC's 'Friends' rests on which intern the producers assigned which of these jobs to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Job A</td><td style='text-align:center'>C. Job C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Job B</td><td style='text-align:center'>D. Job D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
158,1023,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
